"activity" "subject" "Mean_of_tBodyAcc-mean-X" "Mean_of_tBodyAcc-mean-Y" "Mean_of_tBodyAcc-mean-Z" "Mean_of_tBodyAcc-std-X" "Mean_of_tBodyAcc-std-Y" "Mean_of_tBodyAcc-std-Z" "Mean_of_tGravityAcc-mean-X" "Mean_of_tGravityAcc-mean-Y" "Mean_of_tGravityAcc-mean-Z" "Mean_of_tGravityAcc-std-X" "Mean_of_tGravityAcc-std-Y" "Mean_of_tGravityAcc-std-Z" "Mean_of_tBodyAccJerk-mean-X" "Mean_of_tBodyAccJerk-mean-Y" "Mean_of_tBodyAccJerk-mean-Z" "Mean_of_tBodyAccJerk-std-X" "Mean_of_tBodyAccJerk-std-Y" "Mean_of_tBodyAccJerk-std-Z" "Mean_of_tBodyGyro-mean-X" "Mean_of_tBodyGyro-mean-Y" "Mean_of_tBodyGyro-mean-Z" "Mean_of_tBodyGyro-std-X" "Mean_of_tBodyGyro-std-Y" "Mean_of_tBodyGyro-std-Z" "Mean_of_tBodyGyroJerk-mean-X" "Mean_of_tBodyGyroJerk-mean-Y" "Mean_of_tBodyGyroJerk-mean-Z" "Mean_of_tBodyGyroJerk-std-X" "Mean_of_tBodyGyroJerk-std-Y" "Mean_of_tBodyGyroJerk-std-Z" "Mean_of_tBodyAccMag-mean" "Mean_of_tBodyAccMag-std" "Mean_of_tGravityAccMag-mean" "Mean_of_tGravityAccMag-std" "Mean_of_tBodyAccJerkMag-mean" "Mean_of_tBodyAccJerkMag-std" "Mean_of_tBodyGyroMag-mean" "Mean_of_tBodyGyroMag-std" "Mean_of_tBodyGyroJerkMag-mean" "Mean_of_tBodyGyroJerkMag-std" "Mean_of_fBodyAcc-mean-X" "Mean_of_fBodyAcc-mean-Y" "Mean_of_fBodyAcc-mean-Z" "Mean_of_fBodyAcc-std-X" "Mean_of_fBodyAcc-std-Y" "Mean_of_fBodyAcc-std-Z" "Mean_of_fBodyAcc-meanFreq-X" "Mean_of_fBodyAcc-meanFreq-Y" "Mean_of_fBodyAcc-meanFreq-Z" "Mean_of_fBodyAccJerk-mean-X" "Mean_of_fBodyAccJerk-mean-Y" "Mean_of_fBodyAccJerk-mean-Z" "Mean_of_fBodyAccJerk-std-X" "Mean_of_fBodyAccJerk-std-Y" "Mean_of_fBodyAccJerk-std-Z" "Mean_of_fBodyAccJerk-meanFreq-X" "Mean_of_fBodyAccJerk-meanFreq-Y" "Mean_of_fBodyAccJerk-meanFreq-Z" "Mean_of_fBodyGyro-mean-X" "Mean_of_fBodyGyro-mean-Y" "Mean_of_fBodyGyro-mean-Z" "Mean_of_fBodyGyro-std-X" "Mean_of_fBodyGyro-std-Y" "Mean_of_fBodyGyro-std-Z" "Mean_of_fBodyGyro-meanFreq-X" "Mean_of_fBodyGyro-meanFreq-Y" "Mean_of_fBodyGyro-meanFreq-Z" "Mean_of_fBodyAccMag-mean" "Mean_of_fBodyAccMag-std" "Mean_of_fBodyAccMag-meanFreq" "Mean_of_fBodyBodyAccJerkMag-mean" "Mean_of_fBodyBodyAccJerkMag-std" "Mean_of_fBodyBodyAccJerkMag-meanFreq" "Mean_of_fBodyBodyGyroMag-mean" "Mean_of_fBodyBodyGyroMag-std" "Mean_of_fBodyBodyGyroMag-meanFreq" "Mean_of_fBodyBodyGyroJerkMag-mean" "Mean_of_fBodyBodyGyroJerkMag-std" "Mean_of_fBodyBodyGyroJerkMag-meanFreq" "Mean_of_angle(tBodyAccMean,gravity)" "Mean_of_angle(tBodyAccJerkMean),gravityMean)" "Mean_of_angle(tBodyGyroMean,gravityMean)" "Mean_of_angle(tBodyGyroJerkMean,gravityMean)" "Mean_of_angle(X,gravityMean)" "Mean_of_angle(Y,gravityMean)" "Mean_of_angle(Z,gravityMean)"
"WALKING_DOWNSTAIRS" 4 0.274183111498423 -0.0148081545344921 -0.107521430810726 -0.605211727785489 -0.509929384011325 -0.709492735962145 0.706593043123028 0.112591195496986 0.164130896618297 -0.962636979274448 -0.941416800167192 -0.941403426072555 0.0788637845151419 0.00351340949514196 -0.00737375142832808 -0.631853083289621 -0.584063204701893 -0.843353231167192 -0.0289417906907571 -0.0787229907785489 0.0957174866009464 -0.701397703369085 -0.79823574873817 -0.726374197066246 -0.107859315713249 -0.0400427574662461 -0.0578089304000631 -0.723788617823344 -0.902502592618297 -0.748369141315457 -0.56158213510694 -0.606556049548896 -0.56158213510694 -0.606556049548896 -0.656116311856877 -0.647249966810726 -0.656291093847319 -0.706738493542587 -0.819191368044164 -0.844187064164038 -0.628806379100946 -0.52583456615142 -0.755235428895899 -0.597551324155678 -0.534661524341987 -0.708764043722397 -0.184518571319811 0.0847707537883281 -0.0164096855119621 -0.652023078038801 -0.601696223759495 -0.825154871135647 -0.644622004704416 -0.593855151524606 -0.860544668359621 -0.000543991796466877 -0.180584111376656 -0.110565549338486 -0.641881977553943 -0.831527531009464 -0.689308946422713 -0.721749187328076 -0.782885735867508 -0.7670895729653 -0.118518212447287 -0.375332544565931 0.0241889403249211 -0.602098037677603 -0.672948341687697 0.0963636689322397 -0.63501900541041 -0.666506718936908 0.160479882559811 -0.745650754608833 -0.732586304826498 -0.129301517256877 -0.838833209652997 -0.863096864037855 0.159075727514984 0.008033303979653 -0.0111447541222713 0.0270807733943218 0.0117778301287066 -0.576544037003155 -0.0323627459022082 -0.0954624208030915
"WALKING_DOWNSTAIRS" 9 0.270313841621528 -0.0209466555412396 -0.101233826213889 -0.555656544538194 -0.5758878952125 -0.506111776081806 0.670845545555556 -0.0467446999509028 0.104353653032743 -0.958784666180556 -0.949938115208333 -0.920554317815972 0.0840171430291667 0.00678485848399306 -0.00102998088194444 -0.578305161360069 -0.678923872274306 -0.721610094569444 -0.0701318154561458 -0.0729884312991667 0.109092913237986 -0.676452392569444 -0.670498220701389 -0.587557692291458 -0.0892254930640278 -0.0397344421815972 -0.053402884281875 -0.7617108665625 -0.773273878854167 -0.744656038298611 -0.505183470509188 -0.553038255314792 -0.505183470509188 -0.553038255314792 -0.621608245092361 -0.608862145384722 -0.550201866572569 -0.663198385034722 -0.7629795809375 -0.786176892048611 -0.579258404408681 -0.610267804090278 -0.592119122804271 -0.547995744907986 -0.586766083232639 -0.501074006965903 -0.291349229752569 -0.0879003298041667 -0.0304334227664236 -0.621377141312847 -0.699766614569444 -0.702931927996528 -0.572819893733993 -0.679065855003472 -0.739139922708333 -0.219176266215278 -0.296107744084757 -0.290292303180208 -0.639863219559028 -0.683924287600694 -0.612680463163889 -0.690689895534722 -0.667203220760417 -0.619468634127778 -0.205909254584222 -0.240880440259861 -0.196153280691528 -0.553186448295139 -0.624456827182986 -0.00358269125034722 -0.609193721940625 -0.611619343190972 0.0983598303289236 -0.700863097986111 -0.697729432621528 -0.108828634535764 -0.786473954201389 -0.801296292638889 0.0927763736788194 0.00659605719583333 -0.01042791539375 0.0867843289590972 -0.0231028736559028 -0.558092529201389 0.116895184124306 -0.0898492623565208
"WALKING_DOWNSTAIRS" 10 0.27684847392517 -0.017835790552415 -0.111301532185714 -0.537807711163265 -0.497405885644898 -0.614776952226361 0.642905730306122 -0.0740248544557823 0.0552047227876769 -0.965808126428571 -0.95452407255102 -0.938706428064626 0.0798108613061224 0.0129143257457823 -0.0113556967940476 -0.52938321427551 -0.540236619204728 -0.750729260772109 -0.0185023695936054 -0.0846403674590918 0.0910265011879252 -0.67390558227449 -0.591333155194558 -0.598142328621088 -0.108150829882313 -0.0424219983671769 -0.0555521277515646 -0.703243499727891 -0.768641779047619 -0.686800252738095 -0.502500207000204 -0.545348810631551 -0.502500207000204 -0.545348810631551 -0.57776193128833 -0.529340480130272 -0.521819802352381 -0.624408369413333 -0.734465805340136 -0.768821828979592 -0.532289464513605 -0.494651474235034 -0.655062273211565 -0.541170169070068 -0.532135172812313 -0.625871772082993 -0.156150832113776 0.0948129948809524 0.150687015615519 -0.547243039827891 -0.555104553563503 -0.721689700769728 -0.553403478735408 -0.556271725483333 -0.77916817122449 -0.0313012983494898 -0.148940675963605 0.0112385060119048 -0.620379208870442 -0.64835059542517 -0.567456661721769 -0.692654261914966 -0.565943677806122 -0.645947720476871 -0.0663150945743537 -0.0881515905938775 -0.0500743540119048 -0.518734046961905 -0.633196110969728 0.173253569411224 -0.515140810846939 -0.553027359614864 0.163072697936429 -0.661496552826531 -0.666014612598639 0.0120855942278469 -0.767780095068027 -0.787144257176871 0.153580253720748 0.00283330082659524 -0.00362373274343537 -0.0192203603939014 0.052032163887415 -0.502995312482993 0.140515434785034 -0.00499449004468367
"WALKING_DOWNSTAIRS" 12 0.272694371584158 -0.0181581049852301 -0.106023060985149 -0.665151911207921 -0.630063974084158 -0.702356191321782 0.764929637386139 -0.0364733361668317 0.0872210977150495 -0.964978660990099 -0.95814205539604 -0.940183299009901 0.0797018960059406 0.00232502503732673 -0.0098753579880198 -0.676215964257426 -0.686882676686337 -0.79397541960396 -0.0554080556989604 -0.0716054572717822 0.0993969300158416 -0.766013249093564 -0.787318702772277 -0.672976980851485 -0.075396617279703 -0.0418720001816832 -0.0610953549569307 -0.785781695990099 -0.841160568910891 -0.790683052970297 -0.63774231895495 -0.645505843910396 -0.63774231895495 -0.645505843910396 -0.707386234311881 -0.662760214650495 -0.67658561339604 -0.719424748168317 -0.820481950841584 -0.82976500049505 -0.663817303221287 -0.639850919291089 -0.725252300544554 -0.66636569620297 -0.649994221693564 -0.714767513465347 -0.167876442744406 -0.00589478987178218 0.0644108758287129 -0.684606744475198 -0.698571516796584 -0.775572509653465 -0.69693815789604 -0.695947092235149 -0.811112738960396 0.0114876908823762 -0.190761056455941 -0.0958056859059406 -0.722727699257426 -0.785581012128713 -0.687933816079208 -0.781377035445545 -0.79134097529703 -0.699568639950495 -0.11411449665 -0.117233914808069 -0.112011271711386 -0.643295619980198 -0.702471954927723 0.0295754452654208 -0.664099816515842 -0.662923271717822 0.14362301935297 -0.760770778168317 -0.742878311054455 -0.0993415220277228 -0.83117518480198 -0.840181710346535 0.0898683707014356 0.00304021534157921 0.0104374769217822 0.124473168850396 -0.0707565645392079 -0.620480946584158 0.102182611885644 -0.0530612462270792
"WALKING_DOWNSTAIRS" 30 0.304848333333333 -0.0160922593333333 -0.135723196 -0.235542686666667 -0.100815070333333 0.24027661 0.920279733333333 -0.23449061 -0.0175809412666667 -0.968324283333333 -0.97361545 -0.838743846666667 0.0485815196666667 -0.0498076716666667 -0.115833134 -0.351035393333333 -0.41786926 -0.674525406666667 -0.220402462333333 -0.0714627823333333 0.137899969333333 -0.45290561 0.132826163 -0.259336893333333 -0.0161334956666667 -0.0113986366666667 -0.12266362 -0.671404026666667 -0.661595183333333 -0.603992823333333 -0.0184902189333333 -0.191192873333333 -0.0184902189333333 -0.191192873333333 -0.443909376666667 -0.37002543 -0.009581677 -0.0519516053333333 -0.643512653333333 -0.7023427 -0.337132596666667 -0.257798546666667 -0.30462237 -0.200732506666667 -0.0831901553333333 0.37928445 -0.50557698 -0.197472694666667 -0.657587683333333 -0.407603166666667 -0.436329856666667 -0.658904583333333 -0.350325513333333 -0.43872576 -0.688316613333333 -0.314264803333333 -0.384343106666667 -0.591555203333333 -0.44780377 -0.323087153333333 -0.359031666666667 -0.46193149 0.329612503333333 -0.29717323 -0.2168030098 -0.735581393333333 -0.423957343333333 -0.295162293333333 -0.265832326666667 -0.227412083333333 -0.40602726 -0.330535526666667 -0.1150837841 -0.365910713333333 -0.0330311043333333 -0.373888703333333 -0.704523456666667 -0.720304383333333 0.050165942 -0.109547414 0.1420920139 0.581663452 -0.168422193333333 -0.782526986666667 0.247461863333333 0.0342818363333333
"WALKING_UPSTAIRS" 12 0.275173971949153 -0.0186437983445763 -0.107720839398305 -0.444976442345763 -0.337117667238983 -0.69405067279661 0.586740658220339 0.143730357126271 -0.0597390195025424 -0.97150008059322 -0.964734199237288 -0.958150118474576 0.0545586154898305 0.0104240426932203 0.0177408328090508 -0.421849329245763 -0.373600345556017 -0.790304956271186 -0.0756339311016949 -0.03797095185 0.0903861765730508 -0.662605671844915 -0.645607851101695 -0.667772093194915 -0.0692049439288136 -0.0467718600059322 -0.0512327081544915 -0.579529366516949 -0.75999997338983 -0.678598462567797 -0.425794459213559 -0.452639811590678 -0.425794459213559 -0.452639811590678 -0.497662186977966 -0.401351316878814 -0.554775296115254 -0.625684568141017 -0.703363381016949 -0.712128477966102 -0.433587900260169 -0.323745588960169 -0.729016406186441 -0.450926731285593 -0.387166879172881 -0.701793199322034 -0.210891422016949 0.130660145145763 0.0766145662042373 -0.452749316084746 -0.407656008120339 -0.775176775169492 -0.442082308305932 -0.379258174208898 -0.804252431016949 -0.146092119686441 -0.2285457715 -0.100574049534237 -0.555999907609322 -0.674983413898305 -0.605048659483051 -0.697354860144068 -0.634366754830509 -0.723065627881356 -0.0333967552483051 -0.0903212551686441 0.0158853523279661 -0.415466623332203 -0.561621315340678 0.154367885892627 -0.393291349702542 -0.415307316294068 0.0967093731101695 -0.642915587869492 -0.679311544288136 0.0465725252522881 -0.719250211762712 -0.724058991271186 0.0375808865716102 0.0401079457026271 0.0264193795084746 0.109309521923729 -0.0537758397542373 -0.452589768050847 -0.0977496396186441 0.0643067785705932
"WALKING_UPSTAIRS" 13 0.275895876198777 -0.0176504796070948 -0.109135285550765 -0.624844460199083 -0.448816097853364 -0.587230562129052 0.709996516908257 -0.0420858101162079 0.0443010536786239 -0.967268063455658 -0.953540716850153 -0.938727880275229 0.0794393034550306 0.00387961953328135 -0.0123485923641621 -0.638889532599083 -0.569700547488012 -0.728452966311927 -0.0562470618980061 -0.0616613787494801 0.098866059686422 -0.715109859672783 -0.645728612088685 -0.643337285033639 -0.0881182379434251 -0.0440836605146789 -0.0582718748712538 -0.715772980189602 -0.718988591831804 -0.712716428498471 -0.539871637249541 -0.597230982062691 -0.539871637249541 -0.597230982062691 -0.625466938809174 -0.610248540269939 -0.581215403184709 -0.636364939544342 -0.712745036012232 -0.712056186747706 -0.638817912651682 -0.493467193137125 -0.629736258731804 -0.620602036452599 -0.462584458627829 -0.599036895271407 -0.222056646711315 -0.0348311463927523 0.0487260271941896 -0.66008217407156 -0.603340489937615 -0.710831730361468 -0.649606227431844 -0.562129866937645 -0.744823539571865 -0.0241961823456881 -0.238328546685321 -0.120605488176024 -0.65864242140581 -0.647152817899388 -0.620471226529052 -0.734657989051988 -0.650623558847401 -0.685774481529052 -0.112645469406422 -0.0806130190608563 -0.00505036969339144 -0.589928108599083 -0.665344858593272 0.0849475684648318 -0.607295296423853 -0.617075473106453 0.182861249947095 -0.652225306544343 -0.691915161336391 0.0625891805875841 -0.712054366504281 -0.733183567759939 0.157417463421743 -0.00463757042042813 0.0122226522639144 0.0939527274297859 -0.0276735579397554 -0.500095473272171 0.0916820400948012 -0.0243233821867554
"WALKING_UPSTAIRS" 18 0.276324152142857 -0.0172831546595266 -0.108112251068681 -0.694616884972527 -0.627117507326923 -0.701596039615385 0.716863248351648 -0.01578199625 0.0899901746593407 -0.980138675796703 -0.969542030412088 -0.959434177692308 0.077480921531044 0.0128850449171841 0.000848545124184616 -0.734644450054945 -0.732969175274725 -0.847257765851648 -0.0373993798891484 -0.0678200104982143 0.0908402866868132 -0.804533729046703 -0.777361713653846 -0.745612483131868 -0.0944029581558242 -0.044169186546978 -0.0568482569002198 -0.842893477884615 -0.884050472967033 -0.83861466293956 -0.658370952115385 -0.689671890376374 -0.658370952115385 -0.689671890376374 -0.753904676895604 -0.745212812708791 -0.714735668626374 -0.775779058758242 -0.859899942335165 -0.88856533728022 -0.714227764615385 -0.663659666593407 -0.761229192087912 -0.687850549203297 -0.632838238002747 -0.694874090513736 -0.210288060037014 0.0142017941035714 0.0023794571910467 -0.750020077252747 -0.744113444532967 -0.833032083021978 -0.742517893708791 -0.739197834642857 -0.860168954615385 -0.0691387922027473 -0.211800163516401 -0.123235904056044 -0.787757637521978 -0.816385880247253 -0.755926770686813 -0.812175241332418 -0.759665554340659 -0.766381665384615 -0.11359630596717 -0.245477245070522 -0.0890927881274725 -0.697732862178571 -0.733904051236264 0.0911071722096154 -0.742323821887363 -0.750189976318681 0.224596545546272 -0.816286626730769 -0.789777674554945 -0.0573696679480769 -0.88466302260989 -0.902206780607143 0.193231486725357 0.00995335628557692 0.0169548311400824 0.0171416802197802 -0.0414626090980769 -0.521265323901099 0.0760076364757418 -0.0521704223928571
"WALKING_UPSTAIRS" 20 0.268425757926554 -0.0175912993773164 -0.108029145824294 -0.60484669490339 -0.369336706508757 -0.634787346548023 0.628040637177966 -0.0373059475847458 0.10723075947935 -0.958201862627119 -0.952506793418079 -0.940981537502825 0.079818125480791 0.00220928707107345 -0.00450611895602542 -0.627098830685593 -0.527174601581921 -0.747362572898305 -0.0242488811785028 -0.0789448418069209 0.0856280628860452 -0.684586332415254 -0.573677383024548 -0.52727797039661 -0.094982179135 -0.0414356124141243 -0.0543001277610169 -0.698354145936441 -0.684280685533898 -0.636715878557062 -0.517257429345412 -0.572325820319209 -0.517257429345412 -0.572325820319209 -0.619698756735028 -0.588644307467599 -0.516861235888701 -0.580023613494576 -0.684048497355932 -0.683503744537853 -0.612641113666949 -0.426398722000395 -0.665006945724294 -0.60314894923565 -0.381534028764124 -0.647515612457627 -0.228177936580508 -0.0114411446707345 0.0779615448683983 -0.652264226931438 -0.557791286001412 -0.732835648957627 -0.634710081102825 -0.525907610282373 -0.760509114748588 -0.0946565249276271 -0.295851375876469 -0.173772101164407 -0.626445370827119 -0.591039733449633 -0.518444509491525 -0.704481841200565 -0.567588605842655 -0.575002191142655 -0.152974668730028 -0.197281081362486 -0.138316973455706 -0.560278889421186 -0.648306198707062 0.0604926209205932 -0.584571446817062 -0.597351046813729 0.0872234701100565 -0.606970915061638 -0.635816314618644 -0.0676712910494915 -0.692638075749774 -0.694680032329943 0.0504291443716384 0.00192632781036723 0.0110640593841525 -0.00611060712146893 -0.0174196998234463 -0.429101555988701 0.0836654426771186 -0.0570081125429944
"WALKING_UPSTAIRS" 24 0.276767046391076 -0.0176822460103885 -0.107914503687664 -0.675459176298425 -0.582490655185302 -0.636497458900262 0.69498126808399 0.0729509702152231 0.0623227714146982 -0.975329699658793 -0.96089816664042 -0.955724566194226 0.0784735003467192 0.00396900308574016 -0.00700960558805774 -0.74030054488189 -0.685979796261942 -0.736374232574803 -0.0212578096847769 -0.0782440202677165 0.0841740375981627 -0.776199049939633 -0.763365457296588 -0.708251676335958 -0.0998294248142257 -0.0390749421383202 -0.0552987683401575 -0.764490030609974 -0.792718702440945 -0.796816516614173 -0.620032665162467 -0.650862147810236 -0.620032665162467 -0.650862147810236 -0.713667423769029 -0.689391189346457 -0.682447212750656 -0.742983126606299 -0.791646550787402 -0.788997850813648 -0.707613779580052 -0.611509042586877 -0.65585899482231 -0.664356691751496 -0.594676790059055 -0.655360521446194 -0.263352298517585 -0.0176079240963255 0.0812580797481102 -0.752245372493438 -0.703641614506562 -0.719655747391076 -0.751378154304462 -0.688280461860892 -0.751628687821522 -0.0570423475325459 -0.23113163252252 -0.13977119240315 -0.722607377748032 -0.753710479580053 -0.70948857687664 -0.794063529133858 -0.771969808976378 -0.735749934304462 -0.0501078590267979 -0.0975347609866142 -0.0556407394121785 -0.650121872273806 -0.705928425819685 0.0236300571840945 -0.696845583388451 -0.682447145993307 0.198422013108136 -0.754131617480315 -0.782076276167979 0.0194486014291864 -0.795019165380577 -0.796157264514436 0.161739608926982 -0.00231723415711286 -0.0124784211089239 -0.0139827364349081 -0.0030034683175853 -0.545993623779528 0.0198668428905512 -0.031230921055643
